_id,uid,model,error_type,ref_word,hyp_word,start_time,end_time,clip_path
39bd6a2a,5fcc1fab-7f91-413e-9d29-7e147bed1b40,google,sub,తెలపండి.,తెలపండి,4.2,4.9,wav_files/telugu/5fcc1fab-7f91-413e-9d29-7e147bed1b40_16000.wav
5d5ae151,27b88ef8-47c3-42f4-a1af-11596b89ceef,google,sub,విధానం.,విధానం,4.5,5.5,wav_files/telugu/27b88ef8-47c3-42f4-a1af-11596b89ceef_16000.wav
b1cc4354,ff0142b2-f310-4a89-a625-4f5891ef8fdf,google,sub,వస్తుంది?,వస్తుంది,3.8,4.3,wav_files/telugu/ff0142b2-f310-4a89-a625-4f5891ef8fdf_16000.wav
05d23560,ca665b19-4f6e-4833-b8dc-de5f7f8ee2fd,google,ins,,ఎదుగుదల,2.4,3.5,wav_files/telugu/ca665b19-4f6e-4833-b8dc-de5f7f8ee2fd_16000.wav
86b09d22,ca665b19-4f6e-4833-b8dc-de5f7f8ee2fd,google,sub,ఎదుగుదలకు,కు,4.8,5.7,wav_files/telugu/ca665b19-4f6e-4833-b8dc-de5f7f8ee2fd_16000.wav
7966a8d2,ca665b19-4f6e-4833-b8dc-de5f7f8ee2fd,google,sub,వాడాలి.,వాడా,6.4,6.7,wav_files/telugu/ca665b19-4f6e-4833-b8dc-de5f7f8ee2fd_16000.wav
17a723f0,61dc191a-6f62-4b34-88f0-ed0b17124aa5,google,ins,,పంట,1.7,2.1,wav_files/telugu/61dc191a-6f62-4b34-88f0-ed0b17124aa5_16000.wav
28f92ec9,61dc191a-6f62-4b34-88f0-ed0b17124aa5,google,sub,పంటలో,లో,2.1,2.2,wav_files/telugu/61dc191a-6f62-4b34-88f0-ed0b17124aa5_16000.wav
2b9c3db0,61dc191a-6f62-4b34-88f0-ed0b17124aa5,google,ins,,దోమ,2.6,2.6,wav_files/telugu/61dc191a-6f62-4b34-88f0-ed0b17124aa5_16000.wav
23b473c3,61dc191a-6f62-4b34-88f0-ed0b17124aa5,google,sub,"దోమకు,",కు,2.6,3.1,wav_files/telugu/61dc191a-6f62-4b34-88f0-ed0b17124aa5_16000.wav
5eed6b2c,61dc191a-6f62-4b34-88f0-ed0b17124aa5,google,sub,పచ్చ,పచ్చదోమ,3.1,5.0,wav_files/telugu/61dc191a-6f62-4b34-88f0-ed0b17124aa5_16000.wav
e7dd572e,61dc191a-6f62-4b34-88f0-ed0b17124aa5,google,sub,దోమకు,కు,5.0,5.3,wav_files/telugu/61dc191a-6f62-4b34-88f0-ed0b17124aa5_16000.wav
aa9eb10e,61dc191a-6f62-4b34-88f0-ed0b17124aa5,google,sub,"బాగుంటుంది,",బాగుంటుంది,6.3,6.6,wav_files/telugu/61dc191a-6f62-4b34-88f0-ed0b17124aa5_16000.wav
146ed6de,61dc191a-6f62-4b34-88f0-ed0b17124aa5,google,sub,మేడం.,మేడం,6.6,7.2,wav_files/telugu/61dc191a-6f62-4b34-88f0-ed0b17124aa5_16000.wav
8529cf33,9a8c5d74-9550-4736-a1fc-fc6b99f2fa67,google,sub,తోటలో,రోడ్ల,0.0,1.6,wav_files/telugu/9a8c5d74-9550-4736-a1fc-fc6b99f2fa67_16000.wav
faeac964,9a8c5d74-9550-4736-a1fc-fc6b99f2fa67,google,sub,"ముడత,",ముడత,1.8,2.1,wav_files/telugu/9a8c5d74-9550-4736-a1fc-fc6b99f2fa67_16000.wav
62aa5517,9a8c5d74-9550-4736-a1fc-fc6b99f2fa67,google,sub,"ముడత,",ముడత,2.2,2.4,wav_files/telugu/9a8c5d74-9550-4736-a1fc-fc6b99f2fa67_16000.wav
9fd0dc5e,9a8c5d74-9550-4736-a1fc-fc6b99f2fa67,google,sub,ఎలాంటి,నివారణ,2.4,2.7,wav_files/telugu/9a8c5d74-9550-4736-a1fc-fc6b99f2fa67_16000.wav
860e4b92,9a8c5d74-9550-4736-a1fc-fc6b99f2fa67,google,del,వాడాలి?,,0.0,3.594,wav_files/telugu/9a8c5d74-9550-4736-a1fc-fc6b99f2fa67_16000.wav
4bbe2ad2,f6676901-1791-4d81-b189-00827edde631,google,ins,,తోట,2.5,2.6,wav_files/telugu/f6676901-1791-4d81-b189-00827edde631_16000.wav
cbd56cec,f6676901-1791-4d81-b189-00827edde631,google,sub,తోటలో,లో,2.6,2.9,wav_files/telugu/f6676901-1791-4d81-b189-00827edde631_16000.wav
c7214a94,f6676901-1791-4d81-b189-00827edde631,google,sub,వాడాలి?,వాడాలి,5.1,5.3,wav_files/telugu/f6676901-1791-4d81-b189-00827edde631_16000.wav
4cc9e387,5e717405-a35c-4870-b316-48a136bb0861,google,sub,రోజుల్లో,రోజులకు,6.3,6.7,wav_files/telugu/5e717405-a35c-4870-b316-48a136bb0861_16000.wav
781da7a9,5e717405-a35c-4870-b316-48a136bb0861,google,sub,వర్షం,ఒకసారి,6.7,7.8,wav_files/telugu/5e717405-a35c-4870-b316-48a136bb0861_16000.wav
ee8f1e49,5e717405-a35c-4870-b316-48a136bb0861,google,sub,ఉందా?,ఉందా,8.5,8.7,wav_files/telugu/5e717405-a35c-4870-b316-48a136bb0861_16000.wav
869e2710,c2e23356-b4c0-4b08-b736-574d673265f7,google,sub,మెళకువలు.,మెళకువలు,2.1,2.5,wav_files/telugu/c2e23356-b4c0-4b08-b736-574d673265f7_16000.wav
765c8682,6f86f24b-b322-457d-8cbb-ab4547974725,google,sub,నివారించుకోవాలి?,నివారించాలి,4.0,4.1,wav_files/telugu/6f86f24b-b322-457d-8cbb-ab4547974725_16000.wav
6ed1eb62,afcf29df-6e75-4ec4-a5ca-eff9073ae500,google,ins,,చేను,3.0,4.0,wav_files/telugu/afcf29df-6e75-4ec4-a5ca-eff9073ae500_16000.wav
488c65f5,afcf29df-6e75-4ec4-a5ca-eff9073ae500,google,sub,చేను,చేయను,4.5,5.0,wav_files/telugu/afcf29df-6e75-4ec4-a5ca-eff9073ae500_16000.wav
5454450c,afcf29df-6e75-4ec4-a5ca-eff9073ae500,google,sub,తండి,తండ్రి,5.0,5.6,wav_files/telugu/afcf29df-6e75-4ec4-a5ca-eff9073ae500_16000.wav
9119ddfd,afcf29df-6e75-4ec4-a5ca-eff9073ae500,google,sub,ఎక్కువైంది.,ఎక్కువైంది,5.6,6.3,wav_files/telugu/afcf29df-6e75-4ec4-a5ca-eff9073ae500_16000.wav
39175463,afcf29df-6e75-4ec4-a5ca-eff9073ae500,google,sub,వాడాలి?,వాడాలి,6.9,7.3,wav_files/telugu/afcf29df-6e75-4ec4-a5ca-eff9073ae500_16000.wav
34be2504,868d5220-83a9-46d6-9b55-301b5d2010f9,google,sub,నివారించుకోవాలి?,నివారించుకోవాలి,3.2,3.7,wav_files/telugu/868d5220-83a9-46d6-9b55-301b5d2010f9_16000.wav
921f986a,7c5d5123-6d29-4c6b-b77d-b8d0c8496277,google,sub,ఎర్ర,ఎర్రమల,2.0,2.5,wav_files/telugu/7c5d5123-6d29-4c6b-b77d-b8d0c8496277_16000.wav
df4ef02e,7c5d5123-6d29-4c6b-b77d-b8d0c8496277,google,sub,నల్లికి,కి,2.5,2.6,wav_files/telugu/7c5d5123-6d29-4c6b-b77d-b8d0c8496277_16000.wav
794b7893,7c5d5123-6d29-4c6b-b77d-b8d0c8496277,google,sub,చేయాలి?,చేయాలి,3.1,3.4,wav_files/telugu/7c5d5123-6d29-4c6b-b77d-b8d0c8496277_16000.wav
83750098,07a41ef7-3285-498c-a995-4e8ab2c4242d,google,sub,చేసుకోవాలి?,చేసుకోవాలి,3.5,3.9,wav_files/telugu/07a41ef7-3285-498c-a995-4e8ab2c4242d_16000.wav
f8c1001b,293208f6-bcbc-4f51-8703-b06700cb8cf9,google,sub,మందును,మందు,3.6,4.0,wav_files/telugu/293208f6-bcbc-4f51-8703-b06700cb8cf9_16000.wav
a926d261,293208f6-bcbc-4f51-8703-b06700cb8cf9,google,sub,చేయాలి?,చేయాలి,4.1,4.4,wav_files/telugu/293208f6-bcbc-4f51-8703-b06700cb8cf9_16000.wav
e0c3b40a,34d23df7-e2ba-47ae-bd81-526bb4b4bbce,google,sub,పంటలో,పంటలు,1.1,1.5,wav_files/telugu/34d23df7-e2ba-47ae-bd81-526bb4b4bbce_16000.wav
218887dc,34d23df7-e2ba-47ae-bd81-526bb4b4bbce,google,sub,తెగులు,దిగులు,1.9,1.9,wav_files/telugu/34d23df7-e2ba-47ae-bd81-526bb4b4bbce_16000.wav
1efa3d95,34d23df7-e2ba-47ae-bd81-526bb4b4bbce,google,sub,వస్తాయి?,వద్దు,1.9,2.3,wav_files/telugu/34d23df7-e2ba-47ae-bd81-526bb4b4bbce_16000.wav
614b75af,4af91f6e-f246-4304-a8f1-eafd13767fe4,google,sub,తెగుల్లు,తెగుళ్ళ,0.5,7.9,wav_files/telugu/4af91f6e-f246-4304-a8f1-eafd13767fe4_16000.wav
4307d818,d6c5ec2e-0813-48cc-9d37-fa406390835b,google,del,వచ్చు,,0.0,3.713,wav_files/telugu/d6c5ec2e-0813-48cc-9d37-fa406390835b_16000.wav
6fd46e5f,d6c5ec2e-0813-48cc-9d37-fa406390835b,google,sub,తెలపండి?,తెలపండి,2.7,2.9,wav_files/telugu/d6c5ec2e-0813-48cc-9d37-fa406390835b_16000.wav
3ad24e9b,10a2b858-d87d-4448-882f-5269802b6c22,google,ins,,పాటలు,0.0,1.7,wav_files/telugu/10a2b858-d87d-4448-882f-5269802b6c22_16000.wav
599630c6,10a2b858-d87d-4448-882f-5269802b6c22,google,sub,తోటలో,కింద,1.7,1.9,wav_files/telugu/10a2b858-d87d-4448-882f-5269802b6c22_16000.wav
8a9999af,10a2b858-d87d-4448-882f-5269802b6c22,google,sub,కింది,మూడు,1.9,2.3,wav_files/telugu/10a2b858-d87d-4448-882f-5269802b6c22_16000.wav
c4bb4ff5,10a2b858-d87d-4448-882f-5269802b6c22,google,sub,"ముడతకి,",తాగి,2.3,2.5,wav_files/telugu/10a2b858-d87d-4448-882f-5269802b6c22_16000.wav
02ebb643,10a2b858-d87d-4448-882f-5269802b6c22,google,sub,ముడతకి,మూడు,2.7,3.0,wav_files/telugu/10a2b858-d87d-4448-882f-5269802b6c22_16000.wav
1f70959b,10a2b858-d87d-4448-882f-5269802b6c22,google,sub,ఏ,తగ్గించే,3.0,3.3,wav_files/telugu/10a2b858-d87d-4448-882f-5269802b6c22_16000.wav
0319ecb7,10a2b858-d87d-4448-882f-5269802b6c22,google,sub,కొట్టవలెను?,కొట్టాలి,3.7,4.1,wav_files/telugu/10a2b858-d87d-4448-882f-5269802b6c22_16000.wav
74a618d4,1d39dfa8-11df-4253-a4cd-ca965899dbaa,google,sub,కు,కి,2.7,2.9,wav_files/telugu/1d39dfa8-11df-4253-a4cd-ca965899dbaa_16000.wav
d5bb0675,1d39dfa8-11df-4253-a4cd-ca965899dbaa,google,sub,వాడాలి?,వాడాలి,3.4,3.4,wav_files/telugu/1d39dfa8-11df-4253-a4cd-ca965899dbaa_16000.wav
dfb17714,528f1113-4923-4691-9051-7e935e7efa63,google,del,చూసినాక,,0.0,6.713,wav_files/telugu/528f1113-4923-4691-9051-7e935e7efa63_16000.wav
52a98ded,528f1113-4923-4691-9051-7e935e7efa63,google,del,చెప్తా,,0.0,6.713,wav_files/telugu/528f1113-4923-4691-9051-7e935e7efa63_16000.wav
775a7031,528f1113-4923-4691-9051-7e935e7efa63,google,del,అని,,0.0,6.713,wav_files/telugu/528f1113-4923-4691-9051-7e935e7efa63_16000.wav
c5011f24,528f1113-4923-4691-9051-7e935e7efa63,google,del,ఇప్పుడు,,0.0,6.713,wav_files/telugu/528f1113-4923-4691-9051-7e935e7efa63_16000.wav
325edffd,528f1113-4923-4691-9051-7e935e7efa63,google,sub,వద్దు,నేను,0.0,1.3,wav_files/telugu/528f1113-4923-4691-9051-7e935e7efa63_16000.wav
8d32d815,528f1113-4923-4691-9051-7e935e7efa63,google,sub,అని,చెప్పు,1.3,1.6,wav_files/telugu/528f1113-4923-4691-9051-7e935e7efa63_16000.wav
900eec1b,773df2d5-4167-4929-a7b7-5689f420bb15,google,sub,తెగుళ్ల,తెగుళ్లు,2.8,3.7,wav_files/telugu/773df2d5-4167-4929-a7b7-5689f420bb15_16000.wav
8f6661ff,db926c26-4d87-48bb-a926-72b5bd9f5783,google,sub,మిర్చి,ఇది,0.0,1.4,wav_files/telugu/db926c26-4d87-48bb-a926-72b5bd9f5783_16000.wav
e827f2ca,db926c26-4d87-48bb-a926-72b5bd9f5783,google,sub,మందుకు,మందులు,2.3,2.7,wav_files/telugu/db926c26-4d87-48bb-a926-72b5bd9f5783_16000.wav
50e439ab,db926c26-4d87-48bb-a926-72b5bd9f5783,google,del,చెయ్యాలి?,,0.0,3.693,wav_files/telugu/db926c26-4d87-48bb-a926-72b5bd9f5783_16000.wav
7446d47c,32ce25a5-abeb-4bd9-85b2-74e814cdc737,google,ins,,మిర్చి,0.0,2.6,wav_files/telugu/32ce25a5-abeb-4bd9-85b2-74e814cdc737_16000.wav
b0f1ce12,32ce25a5-abeb-4bd9-85b2-74e814cdc737,google,ins,,వేర్,6.1,7.4,wav_files/telugu/32ce25a5-abeb-4bd9-85b2-74e814cdc737_16000.wav
50f5de1d,32ce25a5-abeb-4bd9-85b2-74e814cdc737,google,sub,వేరుకుళ్ళుడు,పిల్లోడు,7.4,8.0,wav_files/telugu/32ce25a5-abeb-4bd9-85b2-74e814cdc737_16000.wav
93d9e68a,32ce25a5-abeb-4bd9-85b2-74e814cdc737,google,sub,కావడం,అవ్వడం,8.0,8.8,wav_files/telugu/32ce25a5-abeb-4bd9-85b2-74e814cdc737_16000.wav
17f36d0b,32ce25a5-abeb-4bd9-85b2-74e814cdc737,google,sub,ఎలా?,ఎలా,8.8,9.1,wav_files/telugu/32ce25a5-abeb-4bd9-85b2-74e814cdc737_16000.wav
bf4b9b2d,97b8176a-6c80-431b-81b1-99cb21a7916d,google,sub,నివారించాలి?,నివారించాలి,11.4,12.3,wav_files/telugu/97b8176a-6c80-431b-81b1-99cb21a7916d_16000.wav
492e7472,5a14da84-eb98-4f4a-b776-5d93c30885dc,google,sub,వరిలో,ఊరిలో,0.3,1.4,wav_files/telugu/5a14da84-eb98-4f4a-b776-5d93c30885dc_16000.wav
c3af1529,5a14da84-eb98-4f4a-b776-5d93c30885dc,google,ins,,తేజు,6.5,6.8,wav_files/telugu/5a14da84-eb98-4f4a-b776-5d93c30885dc_16000.wav
4ac5a5a0,5a14da84-eb98-4f4a-b776-5d93c30885dc,google,sub,తెలియజేయగలరు?,తెలియజేయగలరు,6.8,7.7,wav_files/telugu/5a14da84-eb98-4f4a-b776-5d93c30885dc_16000.wav
39162672,94558a17-a252-471c-bb0e-e274a188de39,google,ins,,కూడా,2.5,2.7,wav_files/telugu/94558a17-a252-471c-bb0e-e274a188de39_16000.wav
6fdef332,94558a17-a252-471c-bb0e-e274a188de39,google,sub,వడలి,వెళ్లి,2.7,2.8,wav_files/telugu/94558a17-a252-471c-bb0e-e274a188de39_16000.wav
458aa01d,94558a17-a252-471c-bb0e-e274a188de39,google,sub,పోతున్నాయ్,పోతుంది,2.8,3.3,wav_files/telugu/94558a17-a252-471c-bb0e-e274a188de39_16000.wav
9c86835a,94558a17-a252-471c-bb0e-e274a188de39,google,sub,వాడాలి?,వాడాలి,3.7,4.3,wav_files/telugu/94558a17-a252-471c-bb0e-e274a188de39_16000.wav
99068335,aa7ff6ce-9542-4fb4-90fd-39d705e33e3d,google,sub,పాటు,పాట,6.5,6.9,wav_files/telugu/aa7ff6ce-9542-4fb4-90fd-39d705e33e3d_16000.wav
5ce981eb,aa7ff6ce-9542-4fb4-90fd-39d705e33e3d,google,sub,చేయాలి?,చేయాలి,6.9,7.4,wav_files/telugu/aa7ff6ce-9542-4fb4-90fd-39d705e33e3d_16000.wav
feb026b2,bbea8ad6-7e75-4dbe-93c1-e1f2a113a76c,google,sub,వరి,ఆధారపడి,0.0,1.6,wav_files/telugu/bbea8ad6-7e75-4dbe-93c1-e1f2a113a76c_16000.wav
b192e05b,bbea8ad6-7e75-4dbe-93c1-e1f2a113a76c,google,sub,పంటలో,పంటలు,1.6,2.8,wav_files/telugu/bbea8ad6-7e75-4dbe-93c1-e1f2a113a76c_16000.wav
e057d10b,bbea8ad6-7e75-4dbe-93c1-e1f2a113a76c,google,sub,నివారించుకోవాలి?,నివారించుకోవాలి,4.3,4.9,wav_files/telugu/bbea8ad6-7e75-4dbe-93c1-e1f2a113a76c_16000.wav
2a583740,75cb3475-a073-4261-a170-95b206077578,google,del,బోజు,,0.0,14.973,wav_files/telugu/75cb3475-a073-4261-a170-95b206077578_16000.wav
1722793a,75cb3475-a073-4261-a170-95b206077578,google,sub,వాడాలి?,వాడాలి,7.6,8.0,wav_files/telugu/75cb3475-a073-4261-a170-95b206077578_16000.wav
13b2558b,6fb849b6-8186-42c6-9319-9aeb19fd6087,google,del,కి,,0.0,2.154,wav_files/telugu/6fb849b6-8186-42c6-9319-9aeb19fd6087_16000.wav
829fd10a,6fb849b6-8186-42c6-9319-9aeb19fd6087,google,sub,ధర,కింటల్,1.2,1.5,wav_files/telugu/6fb849b6-8186-42c6-9319-9aeb19fd6087_16000.wav
6027d7e2,6fb849b6-8186-42c6-9319-9aeb19fd6087,google,del,ఉంది,,0.0,2.154,wav_files/telugu/6fb849b6-8186-42c6-9319-9aeb19fd6087_16000.wav
3f91aeda,6fb849b6-8186-42c6-9319-9aeb19fd6087,google,del,అన్న,,0.0,2.154,wav_files/telugu/6fb849b6-8186-42c6-9319-9aeb19fd6087_16000.wav
ba450258,6fb849b6-8186-42c6-9319-9aeb19fd6087,google,del,ఇప్పుడు?,,0.0,2.154,wav_files/telugu/6fb849b6-8186-42c6-9319-9aeb19fd6087_16000.wav
bfce5f00,05bfa2cb-4b11-4924-ae07-d607d0405ed7,google,sub,వంకాయల,గోల్డ్,2.0,2.4,wav_files/telugu/05bfa2cb-4b11-4924-ae07-d607d0405ed7_16000.wav
cc6e70cf,05bfa2cb-4b11-4924-ae07-d607d0405ed7,google,sub,ఉంది?,ఉంది,2.7,2.9,wav_files/telugu/05bfa2cb-4b11-4924-ae07-d607d0405ed7_16000.wav
f88795c9,54785c14-3de4-486a-aef0-5cfacf49e34f,google,del,వరి,,0.0,17.794,wav_files/telugu/54785c14-3de4-486a-aef0-5cfacf49e34f_16000.wav
d361b93b,54785c14-3de4-486a-aef0-5cfacf49e34f,google,sub,మడిలో,normani,0.0,3.8,wav_files/telugu/54785c14-3de4-486a-aef0-5cfacf49e34f_16000.wav
590eebbf,54785c14-3de4-486a-aef0-5cfacf49e34f,google,sub,జీర,లో,3.8,4.4,wav_files/telugu/54785c14-3de4-486a-aef0-5cfacf49e34f_16000.wav
06f31073,54785c14-3de4-486a-aef0-5cfacf49e34f,google,sub,బుడాల,కూడా,5.9,6.4,wav_files/telugu/54785c14-3de4-486a-aef0-5cfacf49e34f_16000.wav
13e9a8b5,54785c14-3de4-486a-aef0-5cfacf49e34f,google,ins,,ఈ,8.7,10.2,wav_files/telugu/54785c14-3de4-486a-aef0-5cfacf49e34f_16000.wav
36c4e280,54785c14-3de4-486a-aef0-5cfacf49e34f,google,ins,,కాన్సర్,10.2,10.7,wav_files/telugu/54785c14-3de4-486a-aef0-5cfacf49e34f_16000.wav
cd7a387d,0b028e9a-1d46-40e7-aa30-04e4b5dd61fb,google,sub,కు,తెగులు,3.5,3.8,wav_files/telugu/0b028e9a-1d46-40e7-aa30-04e4b5dd61fb_16000.wav
76bd5116,0b028e9a-1d46-40e7-aa30-04e4b5dd61fb,google,sub,ఉపయోగించాలి?,ఉపయోగించాలి,5.2,6.3,wav_files/telugu/0b028e9a-1d46-40e7-aa30-04e4b5dd61fb_16000.wav
e06d1649,47a31b79-ac1a-4d18-a3a7-f73a42f1a6a1,google,del,వరి,,0.0,2.233,wav_files/telugu/47a31b79-ac1a-4d18-a3a7-f73a42f1a6a1_16000.wav
ad8a846f,47a31b79-ac1a-4d18-a3a7-f73a42f1a6a1,google,del,లో,,0.0,2.233,wav_files/telugu/47a31b79-ac1a-4d18-a3a7-f73a42f1a6a1_16000.wav
85c51a1c,47a31b79-ac1a-4d18-a3a7-f73a42f1a6a1,google,del,అధిక,,0.0,2.233,wav_files/telugu/47a31b79-ac1a-4d18-a3a7-f73a42f1a6a1_16000.wav
370efd32,47a31b79-ac1a-4d18-a3a7-f73a42f1a6a1,google,sub,దిగుబడి,ఆడవారిలో,0.0,1.1,wav_files/telugu/47a31b79-ac1a-4d18-a3a7-f73a42f1a6a1_16000.wav
54323c13,47a31b79-ac1a-4d18-a3a7-f73a42f1a6a1,google,sub,రావాలంటే,అదికూడా,1.1,1.8,wav_files/telugu/47a31b79-ac1a-4d18-a3a7-f73a42f1a6a1_16000.wav
e3dacad2,ce1344aa-72d8-46f9-a716-527764c1fa5e,google,sub,యజమానులు,యజమాన్యం,1.8,2.4,wav_files/telugu/ce1344aa-72d8-46f9-a716-527764c1fa5e_16000.wav
950f4c96,65c84855-8fd2-4fd0-93f6-8b375307ce91,google,sub,సేంద్రీయ,సేంద్రియ,2.3,3.2,wav_files/telugu/65c84855-8fd2-4fd0-93f6-8b375307ce91_16000.wav
d29b22c3,65c84855-8fd2-4fd0-93f6-8b375307ce91,google,sub,మంచిదా?,మంచిగా,3.7,4.2,wav_files/telugu/65c84855-8fd2-4fd0-93f6-8b375307ce91_16000.wav
cb115a69,65c84855-8fd2-4fd0-93f6-8b375307ce91,google,sub,క్రుత్రిమ,కృత్రిమ,4.2,5.1,wav_files/telugu/65c84855-8fd2-4fd0-93f6-8b375307ce91_16000.wav
a316d9b2,65c84855-8fd2-4fd0-93f6-8b375307ce91,google,del,మంచిదా?,,0.0,5.814,wav_files/telugu/65c84855-8fd2-4fd0-93f6-8b375307ce91_16000.wav
16477957,76ec71e7-83bf-41cf-b023-9869fc0ec646,google,del,ఫెర్టిలైజర్,,0.0,3.494,wav_files/telugu/76ec71e7-83bf-41cf-b023-9869fc0ec646_16000.wav
23de877c,76ec71e7-83bf-41cf-b023-9869fc0ec646,google,del,ఏం,,0.0,3.494,wav_files/telugu/76ec71e7-83bf-41cf-b023-9869fc0ec646_16000.wav
308fdd58,76ec71e7-83bf-41cf-b023-9869fc0ec646,google,sub,వెయ్యాలి?,ఫర్టిలైజర్,2.3,2.9,wav_files/telugu/76ec71e7-83bf-41cf-b023-9869fc0ec646_16000.wav
f675cd54,42ca791a-c573-46a0-9054-30bf624527b3,google,sub,చెయ్యాలి?,చేయాలి,4.4,4.8,wav_files/telugu/42ca791a-c573-46a0-9054-30bf624527b3_16000.wav
fcd88cf8,ea269808-22d1-4486-a0d7-aaeb097d3e99,google,ins,,ఈరోజు,0.0,1.0,wav_files/telugu/ea269808-22d1-4486-a0d7-aaeb097d3e99_16000.wav
d5a1651c,ea269808-22d1-4486-a0d7-aaeb097d3e99,google,sub,తెగుళ్ళ,తెగులు,1.8,2.1,wav_files/telugu/ea269808-22d1-4486-a0d7-aaeb097d3e99_16000.wav
ece85387,ee9d1979-0b04-44fc-86f4-26f9d2550e53,google,del,యు,,0.0,6.753,wav_files/telugu/ee9d1979-0b04-44fc-86f4-26f9d2550e53_16000.wav
c34d1678,ee9d1979-0b04-44fc-86f4-26f9d2550e53,google,del,కన్,,0.0,6.753,wav_files/telugu/ee9d1979-0b04-44fc-86f4-26f9d2550e53_16000.wav
48a125c5,ee9d1979-0b04-44fc-86f4-26f9d2550e53,google,sub,ఆస్క్,నాకు,0.0,1.3,wav_files/telugu/ee9d1979-0b04-44fc-86f4-26f9d2550e53_16000.wav
715d34b4,ee9d1979-0b04-44fc-86f4-26f9d2550e53,google,sub,ఎనీ,ఇష్టం,1.3,1.8,wav_files/telugu/ee9d1979-0b04-44fc-86f4-26f9d2550e53_16000.wav
0198650d,ee9d1979-0b04-44fc-86f4-26f9d2550e53,google,sub,క్వశ్చన్,లేదు,1.8,4.8,wav_files/telugu/ee9d1979-0b04-44fc-86f4-26f9d2550e53_16000.wav
2d840b1c,b23911e2-92dc-48a8-95c4-f1bd39d87bc1,google,sub,నాటుకునేటప్పుడు,నాటు,1.4,1.7,wav_files/telugu/b23911e2-92dc-48a8-95c4-f1bd39d87bc1_16000.wav
db9f7ebb,b23911e2-92dc-48a8-95c4-f1bd39d87bc1,google,sub,నారు,కొనేటప్పుడు,1.7,2.2,wav_files/telugu/b23911e2-92dc-48a8-95c4-f1bd39d87bc1_16000.wav
d11afff2,b23911e2-92dc-48a8-95c4-f1bd39d87bc1,google,sub,మడిని,నారుమడి,2.2,3.4,wav_files/telugu/b23911e2-92dc-48a8-95c4-f1bd39d87bc1_16000.wav
2281da0e,b23911e2-92dc-48a8-95c4-f1bd39d87bc1,google,sub,చేసుకోవాలి?,చేసుకోవాలి,3.9,4.3,wav_files/telugu/b23911e2-92dc-48a8-95c4-f1bd39d87bc1_16000.wav
360f689e,9ce818a3-0bc3-4633-81a9-ac793e98d67b,google,ins,,పత్తి,0.0,1.3,wav_files/telugu/9ce818a3-0bc3-4633-81a9-ac793e98d67b_16000.wav
2c0aa273,9ce818a3-0bc3-4633-81a9-ac793e98d67b,google,sub,పత్తిలో,లో,1.3,1.5,wav_files/telugu/9ce818a3-0bc3-4633-81a9-ac793e98d67b_16000.wav
d93767f7,9ce818a3-0bc3-4633-81a9-ac793e98d67b,google,sub,పేలుబంగ,పేనుబంక,1.5,2.0,wav_files/telugu/9ce818a3-0bc3-4633-81a9-ac793e98d67b_16000.wav
a0621079,ad28b904-c2a6-4ca0-8edb-56407b195061,google,del,ని,,0.0,3.933,wav_files/telugu/ad28b904-c2a6-4ca0-8edb-56407b195061_16000.wav
ee554659,ad28b904-c2a6-4ca0-8edb-56407b195061,google,del,చేయాలి?,,0.0,3.933,wav_files/telugu/ad28b904-c2a6-4ca0-8edb-56407b195061_16000.wav
ade5a8d2,e547f91b-d1f1-43d0-96d8-5126a706bd91,google,sub,ప్రదేశం,పొజిషన్,1.9,2.1,wav_files/telugu/e547f91b-d1f1-43d0-96d8-5126a706bd91_16000.wav
413ff0b1,e547f91b-d1f1-43d0-96d8-5126a706bd91,google,sub,ఉన్నది?,ఉంది,6.5,6.8,wav_files/telugu/e547f91b-d1f1-43d0-96d8-5126a706bd91_16000.wav
9095e762,cde2fac9-269c-4dc8-977c-a53a0906becf,google,del,శాంతయ్య,,0.0,3.114,wav_files/telugu/cde2fac9-269c-4dc8-977c-a53a0906becf_16000.wav
c87d9c08,e6db1887-2644-45c1-9d38-fa5bb07b30c5,google,del,ఉట్టి,,0.0,3.833,wav_files/telugu/e6db1887-2644-45c1-9d38-fa5bb07b30c5_16000.wav
482f8bed,e6db1887-2644-45c1-9d38-fa5bb07b30c5,google,sub,కల్లు,ఉచిత,1.7,2.1,wav_files/telugu/e6db1887-2644-45c1-9d38-fa5bb07b30c5_16000.wav
db3ac8d3,e6db1887-2644-45c1-9d38-fa5bb07b30c5,google,sub,నివారణకు,తెగులు,2.1,2.3,wav_files/telugu/e6db1887-2644-45c1-9d38-fa5bb07b30c5_16000.wav
8ba03050,e6db1887-2644-45c1-9d38-fa5bb07b30c5,google,sub,ఏ,నివారణ,2.3,2.9,wav_files/telugu/e6db1887-2644-45c1-9d38-fa5bb07b30c5_16000.wav
8fe7bd13,e6db1887-2644-45c1-9d38-fa5bb07b30c5,google,del,వాడాలి?,,0.0,3.833,wav_files/telugu/e6db1887-2644-45c1-9d38-fa5bb07b30c5_16000.wav
9787aafd,cd63693e-d9a2-43df-a9cd-b9c66423e037,google,del,ఎన్ని,,0.0,2.154,wav_files/telugu/cd63693e-d9a2-43df-a9cd-b9c66423e037_16000.wav
