term,category
पटऑन,Generic
पटता,Generic
पटती,Agriculture unit
पटन,Generic
पटना,Generic
पटनी,Generic
पटने,Generic
पटरी,Generic
पटल,Generic
पटवन,Generic
पटवनि,Generic
पटवन।,Agriculture unit
पटवान,Generic
पटवारा,Generic
पटवे,Generic
पटवै,Generic
पटा,Generic
पटाई,Agriculture unit
पटाई,Generic
पटाए,Generic
पटाएंगे,Generic
पटाएंगे।,Generic
पटाके,Generic
पटाते,Generic
पटान,Generic
पटाना,Generic
पटाना।,Generic
पटानी,Crop
पटाने,Generic
पटाय,Generic
पटाया,Generic
पटाये,Generic
पटायेंगे,Generic
पटाये,Generic
पटाला,Generic
पटावन,Agriculture unit
पटावे,Generic
पटावे,Generic
पटी,Agriculture unit
पटीयाद,Generic
पटून,Generic
पटेगा,Generic
पटेगा।,Generic
पटैबे,Generic
पटैरा,Agriculture unit
पटोनि,Generic
पटोनी,Crop
पटोल,Crop
पटौनि,Generic
पटौनी,Variety
पट्टर,Generic
पट्टा,Generic
पट्टी,Agriculture unit
पट्टे,Generic
पड़,Generic
पड़के,Generic
पड़ता,Generic
पड़ती,Generic
पड़ते,Generic
पड़ना,Generic
पड़ना।,Generic
पड़ने,Generic
पड़ा,Generic
पड़े,Generic
पड़ेगा,Generic
पड़ेगा,Generic
पड़ेगी,Generic
पडिया,Agriculture unit
पढ़ना,Generic
पढ़ने,Generic
पढ़े,Generic
पढ़ेगा,Generic
पढाई,Generic
पत,Generic
पतंगर,Generic
पतदार,Generic
पतरन,Symptom
पतरी,Generic
पतला,Generic
पतवार,Generic
पता,Generic
पता,Generic
पति,Generic
पतिंगा,Generic
पतिंगे,Pest/Disease
पतिंग,Generic
पतिया,Generic
पतियों,Generic
पते,Generic
पत्ता,Generic
पत्ताइकी,Generic
पत्तागोभी,Crop
पत्ता,Generic
पत्ति,Generic
पत्तिया,Generic
पत्तियाँ,Generic
पत्तियां,Generic
पत्तियों,Generic
पत्ती,Generic
पत्तीओ,Generic
पत्तीदार,Generic
पत्तीया,Generic
पत्तीयों,Generic
पत्ती,Generic
पत्तु,Generic
पत्ते,Generic
पत्तो,Generic
पत्तों,Generic
पथकोडे,Generic
पथात,Generic
पथुवा,Generic
पद,Generic
पदनथल,Generic
पदर,Generic
पदार्थ,Generic
पद्धतियों,Generic
पनक्कुड़ी,Generic
पनी,Generic
पन्चानबे,Numeral
पन्द्र,Numeral
पन्द्रह,Numeral
पन्द्रा,Numeral
पन्द्रासो,Numeral
पन्ने,Generic
पन।,Generic
पपाया,Crop
पपिता,Crop
पपीता,Crop
पपीते,Crop
पर,Generic
परछी,Generic
परता,Generic
परपरक,Generic
परबल,Crop
परबार,Generic
परबेज,Generic
परबेरिया,Generic
परभिक,Generic
परभेत,Generic
परभेद,Generic
परवर,Generic
परवल,Crop
परस,Generic
परसबीन,Generic
परसबीम,Generic
परसार,Crop
परसेंट,Numeral
परहोल,Generic
पराकण,Generic
पराके,Generic
परागी,Generic
परादत,Generic
परिपात,Generic
परिया,Generic
परियास,Generic
परिसन,Generic
परी,Generic
परीक्छण,Generic
परीहुम,Generic
परेर,Generic
परेशान,Generic
पर्ने,Generic
पर्बतीना,Generic
पर्सेंट,Numeral
पर।,Generic
पलंग,Agriculture unit
पलड़ा,Generic
पलरा,Crop
पलवल,Generic
पलवल।,Generic
पलसी,Generic
पला,Generic
पलाकि,Generic
पलास,Crop
पलोकि,Generic
पल्ला,Generic
पवल,Generic
पशु,Generic
पशुओ,Generic
पशुओं,Generic
पशुका,Generic
पशुपालक,Generic
पशुपालन,Generic
पश्चिम,Generic
पसन्,Generic
पहचाने,Generic
पहचानेंगे,Generic
पहचाने।,Generic
पहचान।,Generic
पहर,Generic
पहल,Generic
पहला,Numeral
पहली,Numeral
पहले,Generic
पहिनले,Generic
पहिला,Numeral
पहुंचे,Generic
पहेला,Numeral
पहेली,Generic
पहेले,Generic
पा,Generic
पाँच,Numeral
पांच,Numeral
पांचवा,Numeral
पांचसो,Numeral
पांचे,Numeral
पाइये,Generic
पाइरीफस,Generic
पाई,Agriculture unit
पाउ,Agriculture unit
पाउडर,Generic
पाउडरछींटे,Generic
पाउडरी,Generic
पाए,Generic
पाएं,Generic
पाएंगे,Generic
पाएगा,Generic
पाए।,Generic
पाक्ने,Generic
पागल,Generic
पागुर,Generic
पाज,Generic
पाट,Generic
पाटना,Generic
पाटने,Generic
पाटवन,Agriculture unit
पाटे,Agriculture unit
पाटोल,Crop
पातगोभी,Crop
पाता,Generic
पाता।,Generic
पाते।,Generic
पात्र,Generic
पान,Crop
पाना,Generic
पानाज़ोल,Generic
पानि,Generic
पानी,Generic
पापाया,Crop
पायनियर,Generic
पाया,Generic
पाये,Generic
पायेगा,Generic
पायोनियर,Variety
पाय्प,Generic
पारणी,Agriculture unit
पारवल,Crop
पारशाला,Generic
पारसबीम,Generic
पार्टी,Generic
पाल,Generic
पालक,Crop
पालन,Generic
पालना,Generic
पालना,Generic
पालन,Generic
पालवा,Generic
पाला,Generic
पालारो,Generic
पाली,Generic
पाले,Generic
पालेंगे,Generic
पाल,Agriculture unit
पाशा,Generic
पास,Generic
पासब,Generic
पासवर्ड,Generic
पासा,Generic
पासाठो,Generic
पासून,Generic
पि,Generic
पिंकिया,Generic
पिंकी,Generic
पिंडली,Generic
पिछड़ा,Generic
पिछात,Generic
पिट,Generic
पिटाई,Generic
पिता,Generic
पितारी,Generic
पित्ता,Generic
पिनकॉन,Generic
पिने,Generic
पियरकी,Generic
पियरी,Pest/Disease
पियाज,Crop
पिये,Generic
पिला,Symptom
पिलाता,Generic
पिलापन,Symptom
पिलाया,Generic
पिली,Symptom
पिलुआ,Symptom
पिलुवा,Generic
पिले,Symptom
पिल्ला,Generic
पिल्ली,Generic
पिल्लु,Pest/Disease
पिल्लू,Generic
पिसवा,Generic
पिसाब,Generic
पिसी,Generic
पिस्ता,Crop
पी,Generic
पीअर,Crop
पीएचबी,Variety
पीएल,Generic
पीका,Generic
पीके,Soil Nutrient/Fertiliser
पीछाद,Generic
पीछे,Generic
पीछेला,Generic
पीछे।,Generic
पीडब्लू,Generic
पीड़ा,Symptom
पीडे,Generic
पीना,Generic
पीपीएम,Agriculture unit
पीपीले,Symptom
पीर,Generic
पीला,Symptom
पीलापन,Symptom
पीलापन,Symptom
पीला,Symptom
पीलिया,Symptom
पीली,Generic
पीलु,Crop
पीलुआ,Symptom
पीलुआ,Symptom
पीलुवा,Symptom
पीलू,Crop
पीले,Symptom
पीलेसन,Symptom
पीलो,Symptom
पील्लू,Crop
पीविडब्ल्यू,Generic
पीसीसी,Generic
पुअनि,Generic
पुआल,Generic
पुच्छल,Generic
पुछतनी,Generic
पुछलिया,Pest/Disease
पुछलिये।,Generic
पुछवा,Generic
पुछियौ,Generic
पुदीना,Crop
पुर,Generic
पुरदा,Generic
पुरमिक,Generic
पुरा,Generic
पुरानामृत,Soil Nutrient/Fertiliser
पुरे,Generic
पुल,Generic
पुलंघा,Crop
पुष्ट,Generic
पुष्प,Generic
पुसिये,Symptom
पुस्ट,Generic
पूघड़ते,Generic
पूछ,Generic
पूछत,Generic
पूछता,Generic
पूछना,Generic
पूछना,Generic
पूछनी,Generic
पूछने,Generic
पूछबे,Generic
पूछबे,Generic
पूछल,Generic
पूछले,Generic
पूछा,Generic
पूछा,Generic
पूछिए,Generic
पूछिए।,Generic
पूछिया,Generic
पूछिया,Generic
पूछियेगा,Generic
पूछियो,Generic
पूछियौ,Generic
पूछिहा,Generic
पूछिहा।,Generic
पूछी,Pest/Disease
पूछीला।,Symptom
पूछी,Generic
पूछूं,Generic
पूछे,Generic
पूछें,Generic
पूछेंगे,Generic
पूछेंगे।,Generic
पूछेगा,Generic
पूछेगा।,Generic
पूछेला।,Generic
पूछे।,Generic
पूछो,Generic
पूछोगे,Generic
पूछो।,Generic
पूछ।,Generic
पूड़ी,Generic
पूरब,Generic
पूरा,Generic
पूरी,Generic
पूर्ण,Generic
पे,Generic
पेंडी,Agriculture unit
पेक्स,Generic
पेड़,Generic
पेड़ो,Generic
पेड्डी,Crop
पेपछि,Generic
पेलिओ,Generic
पेस्टिसाइड,Generic
पेस्टीसाइड,Generic
पेहला,Numeral
पेहले,Generic
पेहेला,Numeral
पेहेले,Numeral
पे।,Generic
पैंतालीस,Numeral
पैक,Generic
पैक्स,Generic
पैखाना,Generic
पैड़,Generic
पैडी,Agriculture unit
पैतालीस,Numeral
पैतीस,Numeral
पैदवार,Generic
पैदाबार,Generic
पैदावत,Generic
पैदावार,Generic
पैदावार,Generic
पैर,Generic
पैसा,Generic
पॉइंट,Generic
पो,Generic
पोइ,Generic
पोइसचुकृत,Generic
पोक,Pest/Disease
पोका,Pest/Disease
पोछ,Generic
पोटाश,Soil Nutrient/Fertiliser
पोटाष,Soil Nutrient/Fertiliser
पोटैशियम,Soil Nutrient/Fertiliser
पोपोई,Pest/Disease
पोरी,Generic
पोला,Generic
पोलो,Generic
पोवारी,Generic
पोषक,Soil Nutrient/Fertiliser
पोषक,Soil Nutrient/Fertiliser
पोषण,Generic
पोषने,Generic
पोसना,Generic
पोस्ट,Generic
पोस्टिक,Generic
पौदा,Agriculture unit
पौध,Generic
पौधा,Generic
पौधा,Generic
पौधे,Generic
पौधे।,Generic
पौधो,Generic
पौधों,Generic
पौष्टि,Soil Nutrient/Fertiliser
पौष्टिक,Generic
पौसेरा,Generic
प्जओजावल,Generic
प्याज,Crop
प्रकार,Generic
प्रकार,Generic
प्रकाश,Generic
प्रकाशिक,Generic
प्रकितिक,Generic
प्रकोप,Generic
प्रक्रिया,Generic
प्रक्रिया,Generic
प्रखंड,Agriculture unit
प्रजात,Generic
प्रजाति,Generic
प्रजाति,Variety
प्रति,Generic
प्रतिक,Generic
प्रतिक्षण,Generic
प्रतिदिन,Generic
प्रतिबिम,Generic
प्रतिबिम्ब,Generic
प्रतिम्ब,Generic
प्रतिशत,Numeral
प्रती,Generic
प्रत्यछन,Generic
प्रथम,Numeral
प्रथाके,Generic
प्रदेश,Generic
प्रधान,Generic
प्रधानमंत्री,Generic
प्रनामृत,Soil Nutrient/Fertiliser
प्रनामृत,Soil Nutrient/Fertiliser
प्रनोफिक्स,Generic
प्रबंधन,Generic
प्रबंधन,Generic
प्रबंध,Generic
प्रभात,Generic
प्रभेज,Generic
प्रभेत,Generic
प्रभेद,Generic
प्रभेदों,Generic
प्रभेद,Generic
प्रया,Generic
प्रयोग,Generic
प्रयोग,Generic
प्रवेश,Generic
प्रश्न,Generic
प्रश्ना,Generic
प्रसबज़ी,Crop
प्रसाद,Generic
प्रसार,Generic
प्राइस,Generic
प्राकृतिक,Generic
प्राण,Generic
प्राणा,Generic
प्राना,Generic
प्राप्त,Generic
प्रावधान,Generic
प्री,Generic
प्रीकौशन,Generic
प्रेया,Generic
प्रेस,Generic
प्रॉब्लम,Generic
प्रोक्सीफेन,Generic
प्रोग्रेस,Generic
प्रोजेक्ट,Generic
प्रोन,Generic
प्रोफाइल,Generic
प्रोफाइल,Generic
प्रोफोरशन,Generic
प्रोब्लेम,Generic
प्रोविज,Generic
प्रोसेस,Generic
प्लस,Generic
प्लांट,Generic
प्लाज,Generic
प्लाम,Generic
प्लीज,Generic
प्लीज,Generic
फंगस,Pest/Disease
फंगस,Pest/Disease
फंगीसाइड,Generic
फंगीसाइड,Generic
फंजीसाइड,Generic
फग,Generic
फट,Generic
फटके,Symptom
फटता,Symptom
फटाने,Generic
फटाफट,Generic
फटेंगी,Generic
फटेरा,Symptom
फड़के,Generic
फतंगी,Pest/Disease
फतरंगी,Generic
फतिंगा,Pest/Disease
फतिंगे,Generic
फतेंगा,Generic
फनी,Generic
फनेला,Generic
फन्द,Generic
फफूंद,Pest/Disease
फफूंदनाशक,Generic
फफूंदी,Pest/Disease
फफूंदीनाशक,Generic
फफूद,Pest/Disease
फर,Generic
फरक,Generic
फरका,Generic
फरता,Generic
फरना,Generic
फरने,Generic
फरवरी,Generic
फरसबी,Generic
फराया,Generic
फरिंगा,Crop
फरे,Generic
फरें,Generic
फरेगा,Generic
फरे।,Generic
फरोल,Generic
फर्टिलाइजर।,Soil Nutrient/Fertiliser
फर्मन,Generic
फर्र,Generic
फर्स्ट,Numeral
फल,Generic
फलकर,Generic
फलछेदक,Pest/Disease
फलता,Generic
फलन,Generic
फलने,Generic
फला,Generic
फली,Generic
फलीछेदक,Pest/Disease
फले,Crop
फलें,Generic
फलेगा,Generic
फलेरिया,Pest/Disease
फलेसर,Generic
फल,Generic
फव्वारा,Generic
फस,Generic
फसल,Generic
फसली,Generic
फसले,Generic
फसलो,Crop
फसलों,Generic
फसल,Crop
फस्ट,Generic
फ़रवरी,Generic
फ़र्टिलाइज़र,Soil Nutrient/Fertiliser
फ़ीट,Agriculture unit
फ़ुल्कावा,Generic
फ़ूड,Generic
फ़ोल,Generic
फाइव,Numeral
फाइव।,Numeral
फाई,Generic
फायदा,Generic
फायदावार,Generic
फायदेमंद,Generic
फायदे,Generic
फायर,Generic
फार,Generic
फार्म,Agriculture unit
फार्मर,Generic
फार्मिंग,Generic
फार्मूला,Generic
फाल,Generic
फाल्गुनी,Variety
फाल्स,Generic
फास्ट,Generic
फाहाज,Generic
फिटमैल,Generic
फिन,Generic
फिर,Generic
फिरोमन,Generic
फिर।,Generic
फिलिमिन,Generic
फिल्ड,Agriculture unit
फीफडेगा,Generic
फुंसी,Pest/Disease
फुट,Agriculture unit
फुटने,Generic
फुटल,Pest/Disease
फुटाओ,Generic
फुटान,Generic
फुटाव,Generic
फुता,Generic
फुनगी,Pest/Disease
फुनगीसाइड,Generic
फुर्द,Generic
फुल,Generic
फुलकोबी,Crop
फुलकोभी,Crop
फुलगोबी,Crop
फुलगोभी,Crop
फुलता,Generic
फुलबंना,Generic
फुलभंगा,Symptom
फुलमीका,Generic
फुला,Generic
फुलाये,Symptom
फुलोरी,Generic
फुल्का,Generic
फुवारो,Generic
फुव्वारा,Generic
फूंगी,Pest/Disease
फूट,Agriculture unit
फूटता,Generic
फूटते,Generic
फूटने,Generic
फूड,Generic
फूफींदी,Pest/Disease
फूल,Generic
फूलकोभी,Crop
फूलकोभी।,Crop
फूलगोभी,Crop
फूलगोभी,Crop
फूलबात,Generic
फूलभंगा,Symptom
फूलमि,Generic
फूला,Symptom
फूलाता,Symptom
फूलाने,Generic
फूली,Symptom
फूले,Symptom
फूलो,Generic
फूल,Generic
फेंक,Generic
फेंका,Generic
फेकने,Generic
फेज,Generic
फेर,Generic
फेरोमोंट,Generic
फेलियर,Generic
फैक्स,Generic
फैल,Generic
फैलना,Generic
फैशन,Generic
फैस,Generic
फैसले,Generic
फॉमिक,Generic
फॉर,Generic
फॉरएवर,Generic
फोटान,Generic
फोटो,Generic
फोटो।,Generic
फोर,Generic
फोर्टी,Numeral
फोर्मलिन,Generic
फोलियर,Generic
फोल्ड़ी,Generic
फौला,Generic
फौहारा,Generic
फ्रंट,Generic
फ्राइडे,Generic
फ्री,Generic
फ्रूट,Generic
फ्रेंच,Generic
फ्रेश,Generic
फ्लश,Generic
फ्लाई,Pest/Disease
फ्लेमिंग,Generic
फ्लॉरिस,Variety
फ्लोरी,Variety
बंग,Generic
बंगड़,Generic
बंगड़ा,Variety
बंगड़ी,Generic
बंगरा,Variety
बंगला,Generic
बंगुड़ी,Generic
बंगुरी,Variety
बंगोरी,Generic
बंजर,Generic
बंझा,Symptom
बंद,Generic
बंदकोभी,Crop
बंदर,Pest/Disease
बंदरहोता,Generic
बंदा,Generic
बंदाकोभी,Crop
बंदोबस्त,Generic
बंधकोभी,Generic
बंधगोभी,Crop
बंधा,Generic
बंधुसा,Generic
बईया,Generic
बउआ,Generic
बकड़ामृत,Soil Nutrient/Fertiliser
बकडा,Generic
बकर,Generic
बकरा,Generic
बकरामृत,Soil Nutrient/Fertiliser
बकरियों,Generic
बकरी,Generic
बकरी,Generic
बकरे,Generic
बकलो,Generic
बक्कत,Generic
बक्की,Generic
बक्त,Generic
बक्ला,Generic
बग,Pest/Disease
बगल,Generic
बगवानी,Generic
बगीचा,Agriculture unit
बगूड़ी,Generic
बच,Generic
बचता,Generic
बचने,Generic
बचा,Generic
बचाइये,Generic
बचाए,Generic
बचाएं,Generic
बचाएंगे,Generic
बचाओ,Generic
बचाओ।,Generic
बचाना,Generic
बचानी,Generic
बचाने,Generic
बचाय,Generic
बचायेगा,Generic
बचाव,Generic
बचावल,Crop
बचावे,Generic
बचाव,Generic
बचे,Generic
बचें,Generic
बच्चा,Generic
बच्चादानी,Generic
बच्चि,Generic
बच्चे,Generic
बच्चों,Generic
बछड़ा,Generic
बजाए,Generic
बजाओ,Generic
बझाया,Generic
बटन,Generic
बटाना,Generic
बट्टे,Generic
बड़,Generic
बड़ता,Generic
बड़बड़,Generic
बड़ा,Generic
बड़ा-बड़ा,Generic
बड़ी,Generic
बड़ुवा,Variety
बड़े,Generic
बढ,Generic
बढता,Generic
बढ़,Generic
बढ़ता,Generic
बढ़ती,Generic
बढ़ने,Generic
बढ़ा,Generic
बढ़ाइए।,Generic
बढ़ाए,Generic
बढ़ाएं,Generic
बढ़ाएंगा,Generic
बढ़ाएगी,Generic
बढ़ाओ,Generic
बढ़ाना,Generic
बढ़ाने,Generic
बढ़ाये,Generic
बढ़ावा,Generic
बढ़िया,Generic
बढ़े,Generic
बढ़ेंगे,Generic
बढ़ेगा,Generic
बढ़ेगा।,Generic
बढ़ेगी,Generic
बढाएं,Generic
बढाने,Generic
बढे,Generic
बढेगा,Generic
बढे।,Generic
बतlएं,Generic
बतलाइए,Generic
बतलाइए,Generic
बतलाइये,Generic
बतलाईये,Generic
बतलाए,Generic
बतलाएं,Generic
बतलाएं,Generic
बतलाये,Generic
बतलाये,Generic
बता,Generic
बताइ,Generic
बताइए,Generic
बताइएं,Generic
बताइएगा।,Generic
बताइये,Generic
बताइ।,Generic
बताई,Generic
बताए,Generic
बताएं,Generic
बताएंगा,Generic
बताएंगे,Generic
बताएंगे।,Generic
बताएं,Generic
बताएगा,Generic
बताएगा,Generic
बताओ,Generic
बताओ,Generic
बताना,Generic
बताना,Generic
बतानी,Crop
बताय,Generic
बताया,Generic
बतायीं।,Generic
बताये,Generic
बताये,Generic
बतावा,Generic
बतावे,Generic
बतावें,Generic
बतावे,Generic
बतावो,Generic
बतिया,Generic
बत्तक,Generic
बत्तिया,Generic
बत्तियां,Generic
बत।,Generic
बथुआ,Crop
बथुवा,Crop
बथूआ,Crop
बदिया,Generic
बदीया,Generic
बद्री,Generic
बन,Generic
बनकटा,Generic
बनकराई,Variety
बनकराए,Generic
बनगा,Generic
बनगाहु,Generic
बनगेंहू,Crop
बनगेंहू।,Crop
बनगेहूं,Crop
बनगोहु,Variety
बनझाऊर,Generic
बनता,Generic
बननी,Generic
बनबटरा,Generic
बनबनट्रा,Generic
बनमटरा,Crop
बनमात्रा,Generic
बनसुवारा,Pest/Disease
बना,Generic
बनाए,Generic
बनाएं,Generic
बनाएंगे,Generic
बनाएगा,Generic
बनाता,Generic
बनाते,Generic
बनाना,Generic
बनाने,Generic
बनाया,Generic
बनाये,Generic
बनावे,Generic
बनाही,Generic
बनिया,Generic
बनी,Generic
बने,Generic
बनेंगे,Generic
बनेगा,Generic
बन्दकोभी,Crop
बन्दगोभी,Crop
बन्दना,Generic
बबलू,Generic
बर,Generic
बरतें,Generic
बरबाद,Generic
बरबादी,Generic
बरसात,Generic
बरसिम्हा,Crop
बरसी,Generic
बरसीम,Crop
बरसीमा,Crop
बराई,Generic
बराबर,Generic
बरासी,Generic
बरें,Generic
बरौंधा,Crop
बर्तमान,Generic
बर्लिक,Generic
बर्षा,Generic
बलआलू,Crop
बलगेहुम,Variety
बलधूसा,Generic
बलवड,Generic
बलि,Generic
बलुआट,Generic
बस,Generic
बसंत,Generic
बसरा,Variety
बसा,Generic
बस,Generic
बहार,Generic
बहिर,Generic
बहुत,Generic
बहुवै,Generic
बहुस्तरीय,Generic
बहोत,Generic
बा,Generic
बाँझकरण,Generic
बाँदा,Agriculture unit
बांगड़ी,Generic
बांगरा,Variety
बांगरी,Crop
बांगरे,Generic
बांगुर,Generic
बांगुरा,Variety
बांगुरी,Variety
बांज,Generic
बांझपन,Symptom
बांझि,Generic
बांझी,Symptom
बांझीवाला,Generic
बांधा,Agriculture unit
बाइ,Generic
बाइतल,Generic
बाइस,Numeral
बाईस,Numeral
बाईसाक,Generic
बाउ,Generic
बाओ,Generic
बाकिर,Generic
बाकी,Generic
बाग,Agriculture unit
बागबन,Generic
बाग़,Agriculture unit
बाघ,Generic
बाघिन,Generic
बाच्ची,Generic
बाछी,Generic
बाजरा,Crop
बाजरा।,Crop
बाजार,Generic
बाझी,Generic
बाढ़,Generic
बात,Generic
बातचीत,Generic
बातो,Generic
बात,Generic
बाद,Generic
बादाम,Crop
बाद।,Generic
बानी।,Generic
बाप,Generic
बाबक,Generic
बाबा,Generic
बाबू,Generic
बाबू,Generic
बायोकंट्रोल,Generic
बायोचार,Soil Nutrient/Fertiliser
बायोलॉजिकल,Generic
बार,Numeral
बार-बार,Generic
बार-बार,Generic
बारले,Crop
बारह,Numeral
बारा,Numeral
बारापुर,Generic
बारामासिया,Generic
बारिश,Generic
बारिश,Generic
बारी,Agriculture unit
बारे,Generic
बारे,Generic
बार्ली,Crop
बाल,Generic
बाला,Generic
बालि,Generic
बालिया,Generic
बाली,Generic
बाली।,Crop
बालू,Generic
बालोबेस,Generic
बाव,Generic
बावन,Numeral
बावनवें,Numeral
बासठ,Numeral
बासमती,Variety
बा।,Generic
बिंका,Generic
बिंदा,Generic
बिआए,Generic
बिक,Generic
बिकरसक,Generic
बिका,Generic
बिकाश,Generic
बिकेगा,Generic
बिगहा,Agriculture unit
बिच,Generic
बिचलि,Generic
बिचा,Generic
बिचाई,Generic
बिच्ची,Generic
बिछवा,Pest/Disease
बिछे,Generic
बिज,Generic
बिजडा,Generic
बिजनेसमैन,Generic
बिट,Generic
बिध,Generic
बिधि,Generic
बिधि,Generic
बिन,Generic
बिनास,Generic
बिन्स,Crop
बिबिल,Generic
बिमारी,Pest/Disease
बिया,Generic
बिया।,Generic
बिरधि,Generic
बिरिया,Crop
बिली,Generic
बिल्टा,Generic
बिल्टू,Generic
बिषय,Generic
बिस,Agriculture unit
बिस-बिस-जीरो-तेरह,Soil Nutrient/Fertiliser
बिसेस,Generic
बिस्वास,Generic
बिहन,Generic
बिहा,Agriculture unit
बिहार,Generic
बिही,Generic
बी,Generic
बीआ,Generic
बीघा,Agriculture unit
बीच,Generic
बीचा,Generic
बीचि,Pest/Disease
बीची,Generic
बीच्चा,Generic
बीच,Generic
बीज,Generic
बीजडा,Pest/Disease
बीजा,Generic
बीजामृत,Soil Nutrient/Fertiliser
बीजेंदर,Generic
बीजो,Generic
बीजोपचार,Generic
बीज,Generic
बीट,Crop
बीड,Generic
बीन,Crop
बीन्स,Crop
बीपीएच,Pest/Disease
बीपीएम,Generic
बीपीपीएच,Generic
बीम,Generic
बीमार,Symptom
बीमारि,Pest/Disease
बीमारिया,Pest/Disease
बीमारियां,Pest/Disease
बीमारियां,Pest/Disease
बीमारिया।,Pest/Disease
बीमारी,Pest/Disease
बीमारीओ,Pest/Disease
बीमारी,Pest/Disease
बीया,Generic
बीरेंदर,Generic
बीस,Numeral
बुँदे,Generic
बुआ,Generic
बुआई,Generic
बुआए,Generic
बुआता,Generic
बुआने,Generic
बुए,Generic
बुखार,Symptom
बुझात,Symptom
बुढ़वा,Generic
बुढ़ाप,Generic
बुदूरो,Generic
बुन,Generic
बुनते,Generic
बुनना,Generic
बुनने,Generic
बुना,Generic
बुनाई,Generic
बुनाएगा,Generic
बुनाता,Generic
बुनाते,Generic
बुनाने,Generic
बुनायगा,Generic
बुनाया,Generic
बुनायेगा,Generic
बुनायेगा।,Generic
बुनी,Generic
बुने,Generic
बुनेंगे,Generic
बुनेगा,Generic
बुनेगी,Generic
बुन्थ,Generic
बुन्दाता,Generic
बुयाई,Generic
बुये,Generic
बुराई,Generic
बुवन,Generic
बुवा,Generic
बुवाई,Generic
बुवाई,Generic
बुवाए,Generic
बुवाएगी,Generic
बुवाता,Generic
बूट,Generic
बूनने,Generic
बूने,Generic
बूस्टर,Generic
बृद्धि,Generic
बे,Generic
बेकन,Generic
बेकार,Generic
बेगर,Generic
बेगिया,Agriculture unit
बेगुली,Generic
बेच,Generic
बेचने,Generic
बेचिरागी,Crop
बेचे,Generic
बेचेंगे,Generic
बेचेगा,Generic
बेटर,Generic
बेदा,Generic
बेदाम,Crop
बेधक,Generic
बेपार,Generic
बेबी,Generic
बेल,Crop
बेलगान,Generic
बेलगाम,Generic
बेलदार,Generic
बेलहानी,Generic
बेलायती,Generic
बेस,Generic
बेसी,Generic
बेस्ट,Generic
बेहटा,Generic
बेहतर,Generic
बेहन,Generic
बेहे,Generic
बैंगन,Crop
बैक,Generic
बैक्टीरियल,Generic
बैग,Generic
बैगन,Crop
बैगन,Crop
बैटन,Generic
बैटरी,Generic
बैठ,Generic
बैठके,Generic
बैठा,Generic
बैठे,Generic
बैठेगा,Generic
बैतल,Generic
बैर,Crop
बैस,Generic
बैसिलस,Generic
बॉटनिकल,Generic
बो,Generic
बोअल,Generic
बोआ,Generic
बोआई,Generic
बोआई।,Generic
बोआएँ,Generic
बोआएगा,Generic
बोआता,Generic
बोआने,Generic
बोआया,Generic
बोआयेगा,Generic
बोआला,Generic
बोई,Generic
बोए,Generic
बोएं,Generic
बोएम,Generic
बोक्ला,Crop
बोगोला,Generic
बोझा,Generic
बोट,Generic
बोड़ा,Generic
बोडोक्स,Generic
बोते,Generic
बोत्का,Variety
बोदी,Crop
बोन,Generic
बोना,Generic
बोनी,Generic
बोने,Generic
बोयता,Generic
बोया,Generic
बोयाई,Generic
बोयी,Generic
बोये,Generic
बोयेंगे,Generic
बोयेन,Generic
बोर,Crop
बोरन,Soil Nutrient/Fertiliser
बोरर,Pest/Disease
बोरा,Generic
बोरोन,Soil Nutrient/Fertiliser
बोल,Generic
बोलके,Generic
बोलके,Generic
बोलता,Generic
बोलते,Generic
बोलतो,Generic
बोलना,Generic
बोलना।,Generic
बोलने,Generic
बोलबा,Generic
बोलबो,Generic
बोलम,Generic
बोलम।,Generic
बोलला।,Generic
बोलहि,Generic
बोलहैने।,Generic
बोला,Generic
बोलाम,Variety
बोला,Generic
बोलिए,Generic
बोलिएगा।,Generic
बोलिए,Generic
बोलियां,Generic
बोलिये,Generic
बोलियेगा,Generic
बोलियेगा।,Generic
बोलिये,Generic
बोली,Generic
बोलू,Generic
बोले,Generic
बोलेंगे,Generic
बोले,Generic
बोलो,Generic
बोलो,Generic
बोल।,Generic
बोवा,Generic
बोवाई,Generic
बोवाने,Generic
बोवाय,Generic
बोवायेगा,Generic
बोवाला,Generic
बोवे,Generic
बोाई,Generic
बोायगा,Generic
बौ,Generic
ब्यबستا,Generic
ब्यूटी,Generic
ब्रह्मास्त्र,Generic
ब्रांचेज,Generic
ब्राउनिंग,Symptom
ब्रीच,Generic
ब्रीड,Variety
ब्रोकली,Crop
ब्लड,Generic
ब्लाइट,Pest/Disease
ब्लाइस,Pest/Disease
ब्लॉक,Agriculture unit
भंगड़ी,Variety
भंगरी,Generic
भंगरु,Generic
भंगा,Crop
भंगुर,Generic
भंगुरा,Crop
भंगुरी,Variety
भंगूर,Generic
भंगूरीत,Generic
भंटा,Generic
भंटे,Crop
भंडारण,Generic
भंरा,Pest/Disease
भंवरी,Generic
भइल,Generic
भइले,Generic
भक,Generic
भकुडी,Generic
भगाए,Generic
भगाएं,Generic
भगाने,Generic
भगाया,Generic
भगाये,Generic
भगोरियाएल,Generic
भटकुआ,Generic
भटकुआं,Generic
भट्टा,Generic
भड़क,Generic
भण्डारण,Generic
भत्ति,Generic
भनभनीया,Variety
